player_id,player_name,midfielder_type,match_id,team_id,team_name,season,computed_at,bypasses_per_match,possessions_involved,possession_time_seconds,tempo_index,turnovers,passes_attempted,pass_completion_rate,progressive_passes,final_third_entries_by_pass,key_passes,under_pressure_pass_share,carries_attempted,progressive_carries,carry_distance_total,successful_dribbles,carries_leading_to_shot,carries_leading_to_key_pass,final_third_carries,penalty_area_carries,pressured_carry_success_rate,pressures_applied,ball_recoveries,interceptions,tackles_won,press_to_interception_chain,counterpress_actions,pressure_to_self_recovery,blocked_passes,blocked_shots,clearance_followed_by_recovery,pressures_to_turnover_rate,average_position_x,average_position_y,width_variance,zone_entries,pressured_touches,pressured_touch_retention_rate,third_man_runs,wall_pass_events,shot_creating_actions,expected_threat_added,fouls_committed,fouls_suffered,tactical_fouls,advantage_fouls_won,set_piece_involvements,corner_delivery_accuracy,set_piece_duels_won,defensive_set_piece_clearances,line_breaking_receipts,zone14_touches,penalty_area_deliveries,switches_completed,cross_accuracy,aerial_duels_contested,aerial_duel_win_rate,fifty_fiftys_won,sliding_tackles,sliding_tackle_success_rate,ball_receipts_total,central_lane_receipts,one_touch_passes,weak_foot_pass_share,pressured_retention_rate,secondary_shot_assists,expected_assists,xg_chain
4320,Neymar da Silva Santos Junior,5,266117,217,Barcelona,2014/2015,2025-12-13T18:45:11.971091,49,56.0,342.57,16.11,0.0,43.0,0.65,4.0,33.0,0.0,0.09,17.0,7.0,346.45,4.0,4.0,0.0,14.0,8.0,1.0,13.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.08,89.89,21.89,198.27,18.0,47.0,1.0,8.0,0.0,10.0,0.0,1.0,4.0,0.0,0.0,83.0,,0.0,0.0,5.0,17.0,8.0,2.0,,0.0,0.0,0.0,2.0,,60.0,7.0,17.0,0.08,1.0,4.0,,1.05
5203,Sergio Busquets i Burgos,0,266117,217,Barcelona,2014/2015,2025-12-13T18:45:12.738845,49,52.0,332.77,21.46,2.0,64.0,0.95,13.0,15.0,0.0,0.05,4.0,2.0,75.7,0.0,0.0,0.0,0.0,0.0,0.78,11.0,4.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.09,60.2,42.96,265.74,63.0,21.0,0.9,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,96.0,,0.0,0.0,3.0,11.0,0.0,3.0,,1.0,0.0,0.0,4.0,0.5,56.0,18.0,15.0,0.08,0.9,0.0,,0.72
5470,Ivan Rakitić,1,266117,217,Barcelona,2014/2015,2025-12-13T18:45:13.506614,49,40.0,222.32,22.4,1.0,46.0,0.87,9.0,20.0,0.0,0.07,2.0,0.0,25.2,2.0,0.0,0.0,1.0,2.0,1.0,10.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,77.73,55.9,272.02,7.0,23.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,,0.0,0.0,4.0,6.0,4.0,2.0,,0.0,0.0,0.0,2.0,0.5,40.0,2.0,16.0,0.12,1.0,0.0,,0.75
6616,Munir El Haddadi Mohamed,4,266117,217,Barcelona,2014/2015,2025-12-13T18:45:14.273659,49,43.0,107.38,21.79,1.0,18.0,0.78,0.0,12.0,0.0,0.22,2.0,1.0,37.99,1.0,3.0,0.0,2.0,4.0,0.9,11.0,2.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.18,92.38,60.3,214.15,7.0,30.0,0.93,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,69.0,,0.0,0.0,1.0,8.0,2.0,0.0,,3.0,0.0,0.0,3.0,,35.0,2.0,11.0,0.17,0.93,2.0,,1.84
20131,Xavier Hernández Creus,1,266117,217,Barcelona,2014/2015,2025-12-13T18:45:15.041718,49,69.0,432.65,24.13,1.0,93.0,0.89,30.0,50.0,1.0,0.09,6.0,2.0,92.35,0.0,5.0,2.0,0.0,0.0,1.0,11.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,75.55,26.3,184.98,35.0,35.0,1.0,11.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,161.0,0.67,0.0,0.0,4.0,22.0,13.0,2.0,,0.0,0.0,0.0,1.0,,84.0,13.0,25.0,0.04,1.0,2.0,0.05,1.33
4320,Neymar da Silva Santos Junior,5,266142,217,Barcelona,2014/2015,2025-12-13T18:45:16.010916,50,50.0,341.9,21.41,8.0,53.0,0.91,7.0,24.0,5.0,0.09,18.0,10.0,327.04,5.0,3.0,2.0,9.0,5.0,0.85,9.0,6.0,0.0,1.0,0.0,8.0,0.0,3.0,0.0,0.0,0.22,76.82,17.02,170.89,6.0,60.0,0.83,5.0,0.0,3.0,0.0,0.0,6.0,0.0,4.0,115.0,,0.0,0.0,3.0,3.0,5.0,0.0,,0.0,0.0,0.0,2.0,0.5,69.0,1.0,27.0,0.23,0.83,2.0,0.34,0.6
5203,Sergio Busquets i Burgos,0,266142,217,Barcelona,2014/2015,2025-12-13T18:45:16.863075,50,82.0,360.08,24.33,0.0,83.0,0.98,17.0,12.0,1.0,0.07,2.0,1.0,23.31,1.0,1.0,1.0,0.0,0.0,1.0,26.0,4.0,2.0,0.0,1.0,16.0,0.0,5.0,0.0,0.0,0.12,60.49,35.75,236.75,49.0,33.0,1.0,3.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0,125.0,,0.0,0.0,2.0,9.0,0.0,2.0,,4.0,0.0,0.0,1.0,,75.0,16.0,30.0,0.13,1.0,0.0,0.02,0.98
5216,Andrés Iniesta Luján,1,266142,217,Barcelona,2014/2015,2025-12-13T18:45:17.715526,50,57.0,451.42,20.34,4.0,83.0,0.92,18.0,25.0,0.0,0.12,14.0,9.0,306.79,0.0,3.0,1.0,7.0,1.0,0.85,8.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,67.07,20.33,169.42,14.0,38.0,0.89,7.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,135.0,,0.0,0.0,3.0,0.0,4.0,1.0,,0.0,0.0,0.0,0.0,,89.0,6.0,29.0,0.12,0.89,2.0,,0.97
5470,Ivan Rakitić,1,266142,217,Barcelona,2014/2015,2025-12-13T18:45:18.568490,50,62.0,274.34,22.31,3.0,61.0,0.9,8.0,13.0,0.0,0.1,4.0,3.0,60.29,0.0,2.0,0.0,3.0,0.0,0.83,15.0,4.0,0.0,1.0,0.0,9.0,0.0,2.0,1.0,0.0,0.13,66.55,48.98,218.46,36.0,23.0,0.96,2.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,79.0,,0.0,2.0,3.0,17.0,3.0,1.0,,0.0,0.0,0.0,3.0,0.33,62.0,12.0,25.0,0.12,0.96,3.0,,0.74
5503,Lionel Andrés Messi Cuccittini,4,266142,217,Barcelona,2014/2015,2025-12-13T18:45:19.424760,50,66.0,373.83,24.24,1.0,76.0,0.87,15.0,24.0,1.0,0.21,17.0,13.0,343.02,5.0,5.0,0.0,9.0,5.0,1.0,9.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.11,73.84,47.98,336.67,52.0,74.0,1.0,9.0,0.0,9.0,0.0,0.0,5.0,0.0,1.0,110.0,1.0,0.0,0.0,4.0,44.0,11.0,1.0,,0.0,0.0,0.0,1.0,,88.0,14.0,41.0,0.19,1.0,4.0,0.08,0.97
4320,Neymar da Silva Santos Junior,5,266148,217,Barcelona,2014/2015,2025-12-13T18:45:20.474737,54,82.0,539.88,19.34,10.0,82.0,0.82,14.0,68.0,3.0,0.27,24.0,3.0,378.4,13.0,1.0,2.0,19.0,2.0,0.93,15.0,5.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,90.55,16.18,258.76,4.0,130.0,0.95,23.0,0.0,3.0,0.0,3.0,7.0,1.0,4.0,213.0,0.38,0.0,0.0,4.0,2.0,20.0,3.0,,3.0,0.0,0.0,1.0,1.0,102.0,2.0,28.0,0.09,0.95,1.0,0.28,0.68
5203,Sergio Busquets i Burgos,0,266148,217,Barcelona,2014/2015,2025-12-13T18:45:21.396381,54,70.0,393.86,21.48,1.0,77.0,0.9,32.0,25.0,1.0,0.18,11.0,4.0,165.31,1.0,1.0,1.0,3.0,0.0,0.92,17.0,7.0,2.0,1.0,0.0,13.0,0.0,4.0,0.0,0.0,0.18,59.2,39.01,396.51,41.0,40.0,0.98,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,133.0,,0.0,2.0,0.0,19.0,0.0,9.0,,4.0,0.0,0.0,4.0,0.25,58.0,12.0,15.0,0.14,0.98,0.0,0.05,0.32
5216,Andrés Iniesta Luján,1,266148,217,Barcelona,2014/2015,2025-12-13T18:45:22.324950,54,44.0,255.89,21.81,1.0,47.0,0.85,21.0,32.0,0.0,0.36,10.0,10.0,175.12,0.0,0.0,0.0,9.0,2.0,0.95,10.0,3.0,1.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.1,78.37,24.23,161.48,17.0,44.0,0.95,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,75.0,,0.0,0.0,4.0,9.0,9.0,2.0,,0.0,0.0,0.0,0.0,,49.0,4.0,11.0,0.19,0.95,0.0,,0.23
5503,Lionel Andrés Messi Cuccittini,4,266148,217,Barcelona,2014/2015,2025-12-13T18:45:23.249210,54,61.0,350.34,24.83,5.0,67.0,0.66,26.0,49.0,1.0,0.46,21.0,12.0,346.0,8.0,1.0,1.0,13.0,4.0,0.91,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,80.52,57.7,242.73,21.0,119.0,0.93,23.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,132.0,1.0,0.0,0.0,0.0,42.0,16.0,6.0,0.12,1.0,0.0,0.0,0.0,,76.0,7.0,15.0,0.08,0.93,1.0,0.17,0.41
6998,Rafael Alcântara do Nascimento,1,266148,217,Barcelona,2014/2015,2025-12-13T18:45:24.171683,54,47.0,185.74,22.61,1.0,35.0,0.89,10.0,14.0,0.0,0.46,9.0,6.0,147.7,2.0,0.0,0.0,2.0,0.0,0.95,9.0,7.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.11,70.33,52.1,428.56,13.0,56.0,0.96,9.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,82.0,,0.0,2.0,3.0,12.0,2.0,1.0,,2.0,0.0,0.0,2.0,,37.0,3.0,14.0,0.11,0.96,0.0,,0.27
4320,Neymar da Silva Santos Junior,5,266230,217,Barcelona,2014/2015,2025-12-13T18:45:25.311736,51,53.0,368.51,16.77,4.0,45.0,0.84,3.0,29.0,1.0,0.2,17.0,10.0,315.48,7.0,2.0,0.0,15.0,3.0,0.95,14.0,1.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.14,84.19,14.81,146.43,9.0,83.0,0.95,12.0,0.0,3.0,0.0,0.0,5.0,0.0,2.0,96.0,,0.0,0.0,2.0,7.0,7.0,0.0,1.0,1.0,0.0,0.0,2.0,0.5,66.0,5.0,16.0,0.13,0.95,2.0,0.09,0.65
5203,Sergio Busquets i Burgos,0,266230,217,Barcelona,2014/2015,2025-12-13T18:45:26.163189,51,65.0,472.06,17.79,1.0,78.0,0.92,18.0,18.0,1.0,0.1,3.0,2.0,51.09,0.0,1.0,1.0,0.0,0.0,0.91,16.0,3.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,59.87,34.06,240.47,55.0,38.0,0.97,13.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,109.0,,0.0,2.0,7.0,2.0,2.0,1.0,,2.0,0.0,0.0,1.0,,68.0,15.0,14.0,0.13,0.97,0.0,0.13,0.94
5216,Andrés Iniesta Luján,1,266230,217,Barcelona,2014/2015,2025-12-13T18:45:27.015261,51,48.0,334.08,22.63,1.0,65.0,0.92,17.0,26.0,1.0,0.06,6.0,5.0,104.26,1.0,1.0,1.0,4.0,2.0,1.0,12.0,7.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,71.97,19.25,122.12,12.0,30.0,1.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,124.0,,0.0,0.0,4.0,7.0,4.0,0.0,,0.0,0.0,0.0,0.0,,63.0,3.0,16.0,0.15,1.0,1.0,0.23,0.4
5470,Ivan Rakitić,1,266230,217,Barcelona,2014/2015,2025-12-13T18:45:27.864743,51,62.0,331.81,20.79,1.0,63.0,0.89,11.0,16.0,3.0,0.02,4.0,1.0,55.91,1.0,3.0,1.0,0.0,1.0,0.88,23.0,7.0,2.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.04,67.79,50.51,285.5,43.0,14.0,0.93,7.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,65.0,0.33,0.0,0.0,5.0,12.0,6.0,2.0,,0.0,0.0,0.0,1.0,,56.0,13.0,18.0,0.15,0.93,4.0,0.45,1.04
5503,Lionel Andrés Messi Cuccittini,4,266230,217,Barcelona,2014/2015,2025-12-13T18:45:28.712150,51,63.0,354.53,22.0,5.0,61.0,0.74,18.0,33.0,0.0,0.11,14.0,7.0,259.34,2.0,4.0,0.0,10.0,8.0,0.95,7.0,4.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,79.81,57.66,197.92,38.0,72.0,0.97,13.0,0.0,9.0,0.0,1.0,3.0,0.0,0.0,114.0,1.0,0.0,0.0,3.0,52.0,10.0,3.0,,1.0,0.0,0.0,1.0,1.0,86.0,14.0,21.0,0.15,0.97,3.0,,1.31
3958,Pedro Eliezer Rodríguez Ledesma,5,266240,217,Barcelona,2014/2015,2025-12-13T18:45:29.751220,50,42.0,221.77,21.91,4.0,40.0,0.72,7.0,23.0,1.0,0.08,4.0,2.0,55.12,0.0,3.0,1.0,3.0,3.0,0.89,5.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,87.05,21.21,398.72,3.0,27.0,0.93,11.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,87.0,,0.0,1.0,2.0,3.0,4.0,1.0,,4.0,0.0,0.0,0.0,,49.0,2.0,14.0,0.28,0.93,3.0,0.04,0.29
5203,Sergio Busquets i Burgos,0,266240,217,Barcelona,2014/2015,2025-12-13T18:45:30.535203,50,71.0,215.49,24.22,1.0,54.0,0.94,19.0,11.0,1.0,0.04,2.0,0.0,26.26,0.0,1.0,1.0,0.0,0.0,0.5,22.0,2.0,1.0,2.0,0.0,7.0,0.0,2.0,0.0,0.0,0.14,56.6,38.24,412.65,29.0,17.0,0.88,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,93.0,,0.0,2.0,2.0,7.0,1.0,0.0,,1.0,0.0,0.0,6.0,0.33,41.0,11.0,12.0,0.1,0.88,0.0,0.01,0.29
5216,Andrés Iniesta Luján,1,266240,217,Barcelona,2014/2015,2025-12-13T18:45:31.314129,50,71.0,595.32,19.45,5.0,96.0,0.89,38.0,48.0,1.0,0.07,17.0,10.0,265.75,3.0,4.0,2.0,8.0,1.0,0.94,10.0,11.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.1,71.58,23.84,189.82,32.0,72.0,0.94,13.0,0.0,6.0,0.0,0.0,5.0,0.0,2.0,201.0,,0.0,2.0,2.0,20.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,,98.0,11.0,29.0,0.12,0.94,3.0,0.18,0.48
6616,Munir El Haddadi Mohamed,4,266240,217,Barcelona,2014/2015,2025-12-13T18:45:32.090793,50,25.0,106.05,19.8,3.0,16.0,0.69,2.0,13.0,0.0,,3.0,3.0,42.14,2.0,0.0,0.0,2.0,0.0,0.67,9.0,2.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.11,90.64,62.24,132.63,8.0,12.0,0.83,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,,0.0,1.0,0.0,8.0,4.0,0.0,,0.0,0.0,0.0,1.0,,24.0,5.0,4.0,0.19,0.83,0.0,,0.11
20131,Xavier Hernández Creus,1,266240,217,Barcelona,2014/2015,2025-12-13T18:45:32.870082,50,72.0,555.67,18.46,3.0,92.0,0.95,26.0,46.0,3.0,0.04,19.0,7.0,359.71,0.0,0.0,1.0,7.0,2.0,1.0,8.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,72.65,50.46,258.28,57.0,32.0,1.0,11.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,182.0,0.71,0.0,2.0,7.0,57.0,7.0,0.0,,1.0,0.0,0.0,1.0,,92.0,14.0,17.0,0.07,1.0,0.0,0.06,0.57
4320,Neymar da Silva Santos Junior,5,266320,217,Barcelona,2014/2015,2025-12-13T18:45:33.856254,42,50.0,593.54,16.88,2.0,75.0,0.79,9.0,45.0,0.0,0.11,30.0,11.0,560.4,11.0,0.0,0.0,18.0,7.0,0.97,5.0,6.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,84.44,15.15,112.4,11.0,82.0,0.98,17.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,82.0,,0.0,0.0,3.0,7.0,11.0,1.0,,1.0,0.0,0.0,2.0,0.5,89.0,5.0,34.0,0.18,0.98,0.0,,0.64
5203,Sergio Busquets i Burgos,0,266320,217,Barcelona,2014/2015,2025-12-13T18:45:34.929708,42,69.0,494.9,20.13,3.0,88.0,0.98,19.0,22.0,1.0,0.17,4.0,3.0,52.9,0.0,1.0,1.0,1.0,0.0,0.87,12.0,7.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.25,58.7,37.01,278.15,60.0,60.0,0.92,8.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,125.0,,0.0,7.0,4.0,17.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,0.33,72.0,15.0,25.0,0.07,0.92,1.0,0.07,0.57
5470,Ivan Rakitić,1,266320,217,Barcelona,2014/2015,2025-12-13T18:45:36.001957,42,45.0,500.16,20.63,1.0,89.0,0.92,13.0,36.0,2.0,0.13,7.0,5.0,110.87,1.0,1.0,1.0,3.0,3.0,1.0,7.0,7.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,71.16,53.29,196.69,39.0,42.0,1.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,134.0,0.75,0.0,0.0,2.0,35.0,7.0,5.0,1.0,1.0,0.0,0.0,2.0,,78.0,14.0,26.0,0.07,1.0,1.0,0.08,0.49
5503,Lionel Andrés Messi Cuccittini,4,266320,217,Barcelona,2014/2015,2025-12-13T18:45:37.072542,42,59.0,614.46,18.94,2.0,89.0,0.87,27.0,60.0,1.0,0.21,18.0,10.0,307.81,8.0,6.0,2.0,11.0,3.0,0.98,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,81.74,48.46,230.17,100.0,101.0,0.98,5.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,167.0,,0.0,0.0,1.0,109.0,12.0,3.0,,0.0,0.0,1.0,1.0,,113.0,31.0,54.0,0.17,0.98,5.0,0.16,0.95
20131,Xavier Hernández Creus,1,266320,217,Barcelona,2014/2015,2025-12-13T18:45:38.144423,42,64.0,777.84,19.13,4.0,129.0,0.95,22.0,51.0,3.0,0.13,24.0,9.0,366.4,0.0,2.0,3.0,7.0,3.0,1.0,6.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,70.58,35.75,399.72,28.0,45.0,1.0,13.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,174.0,,0.0,1.0,4.0,37.0,6.0,4.0,,0.0,0.0,0.0,0.0,,120.0,8.0,43.0,0.07,1.0,1.0,0.16,1.0
3958,Pedro Eliezer Rodríguez Ledesma,4,266406,217,Barcelona,2014/2015,2025-12-13T18:45:39.410898,48,51.0,187.5,24.0,6.0,34.0,0.82,3.0,22.0,1.0,0.15,2.0,1.0,26.38,1.0,1.0,0.0,1.0,6.0,0.76,12.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.08,86.4,38.53,582.23,6.0,43.0,0.81,3.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,90.0,,0.0,0.0,3.0,10.0,4.0,0.0,,0.0,0.0,0.0,2.0,,53.0,4.0,24.0,0.24,0.81,2.0,0.06,0.22
5203,Sergio Busquets i Burgos,0,266406,217,Barcelona,2014/2015,2025-12-13T18:45:40.224218,48,68.0,480.03,20.0,1.0,87.0,0.92,41.0,24.0,0.0,0.06,11.0,6.0,174.47,0.0,0.0,0.0,1.0,0.0,1.0,18.0,8.0,1.0,1.0,1.0,18.0,0.0,4.0,1.0,0.0,0.17,60.11,36.47,200.5,69.0,28.0,0.96,7.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,109.0,,0.0,0.0,2.0,7.0,0.0,13.0,,0.0,0.0,0.0,3.0,0.33,69.0,12.0,19.0,0.08,0.96,0.0,,1.82
5470,Ivan Rakitić,1,266406,217,Barcelona,2014/2015,2025-12-13T18:45:41.038361,48,72.0,550.1,22.58,1.0,112.0,0.91,31.0,52.0,3.0,0.04,7.0,4.0,88.63,0.0,1.0,0.0,2.0,1.0,1.0,9.0,9.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,73.55,59.44,307.19,27.0,24.0,1.0,16.0,0.0,5.0,0.0,4.0,2.0,0.0,0.0,151.0,0.86,0.0,0.0,4.0,11.0,9.0,8.0,0.5,1.0,0.0,0.0,0.0,,93.0,8.0,22.0,0.12,1.0,3.0,0.23,2.79
6616,Munir El Haddadi Mohamed,5,266406,217,Barcelona,2014/2015,2025-12-13T18:45:41.848093,48,38.0,128.84,17.7,10.0,15.0,0.93,1.0,9.0,0.0,0.07,3.0,1.0,37.45,0.0,2.0,0.0,3.0,1.0,0.43,12.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.17,89.19,40.55,595.66,16.0,38.0,0.63,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,50.0,,0.0,0.0,1.0,6.0,0.0,0.0,,1.0,0.0,0.0,2.0,,38.0,7.0,4.0,0.0,0.63,0.0,,0.18
6998,Rafael Alcântara do Nascimento,1,266406,217,Barcelona,2014/2015,2025-12-13T18:45:42.662947,48,48.0,323.12,19.31,1.0,52.0,0.9,12.0,27.0,1.0,,5.0,3.0,95.99,1.0,1.0,1.0,5.0,1.0,0.93,13.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.08,80.39,17.8,146.71,14.0,21.0,0.9,15.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,96.0,,0.0,0.0,3.0,3.0,2.0,2.0,,0.0,0.0,0.0,1.0,,56.0,3.0,11.0,0.18,0.9,0.0,0.11,1.33
4320,Neymar da Silva Santos Junior,5,266525,217,Barcelona,2014/2015,2025-12-13T18:45:43.699906,58,68.0,401.41,18.53,9.0,59.0,0.86,6.0,35.0,1.0,0.24,13.0,7.0,248.67,4.0,2.0,2.0,7.0,2.0,0.86,13.0,3.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.15,77.36,22.62,380.31,23.0,87.0,0.9,8.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,130.0,1.0,1.0,1.0,10.0,12.0,4.0,1.0,,1.0,0.0,0.0,4.0,0.25,75.0,9.0,19.0,0.18,0.9,1.0,0.41,1.79
5203,Sergio Busquets i Burgos,1,266525,217,Barcelona,2014/2015,2025-12-13T18:45:44.700592,58,68.0,397.2,23.56,2.0,82.0,0.91,22.0,14.0,0.0,0.27,5.0,2.0,71.25,1.0,0.0,0.0,0.0,0.0,0.97,12.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.08,58.95,48.51,233.38,61.0,98.0,0.98,10.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,157.0,,0.0,3.0,6.0,6.0,1.0,1.0,,3.0,0.0,0.0,0.0,,75.0,18.0,17.0,0.17,0.98,0.0,,0.53
5503,Lionel Andrés Messi Cuccittini,4,266525,217,Barcelona,2014/2015,2025-12-13T18:45:45.698485,58,63.0,533.03,20.15,12.0,77.0,0.87,20.0,35.0,3.0,0.27,26.0,14.0,493.28,10.0,4.0,1.0,18.0,9.0,0.94,8.0,8.0,1.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.12,77.97,51.14,315.04,61.0,138.0,0.94,11.0,0.0,6.0,0.0,1.0,6.0,0.0,2.0,204.0,,0.0,0.0,6.0,45.0,11.0,0.0,,1.0,0.0,0.0,0.0,,98.0,17.0,29.0,0.11,0.94,3.0,0.16,2.1
5506,Javier Alejandro Mascherano,0,266525,217,Barcelona,2014/2015,2025-12-13T18:45:46.757943,58,64.0,364.92,19.07,0.0,65.0,0.85,21.0,5.0,0.0,0.45,7.0,5.0,103.31,0.0,0.0,0.0,1.0,0.0,1.0,17.0,1.0,0.0,0.0,0.0,14.0,0.0,4.0,2.0,1.0,0.18,46.5,32.27,196.7,37.0,77.0,1.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,107.0,,0.0,4.0,2.0,4.0,1.0,1.0,,1.0,0.0,0.0,6.0,,55.0,11.0,7.0,0.1,1.0,0.0,,0.2
20131,Xavier Hernández Creus,1,266525,217,Barcelona,2014/2015,2025-12-13T18:45:47.767605,58,56.0,370.46,19.11,1.0,63.0,0.92,13.0,13.0,3.0,0.37,5.0,5.0,104.48,0.0,0.0,0.0,3.0,0.0,1.0,17.0,3.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,61.2,27.07,172.03,38.0,69.0,1.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,119.0,1.0,0.0,1.0,7.0,3.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,,65.0,13.0,17.0,0.03,1.0,3.0,0.34,0.56
4320,Neymar da Silva Santos Junior,5,266531,217,Barcelona,2014/2015,2025-12-13T18:45:48.969542,47,72.0,366.24,21.79,4.0,64.0,0.84,4.0,31.0,1.0,0.16,17.0,6.0,285.01,2.0,1.0,0.0,11.0,4.0,1.0,12.0,7.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.17,79.69,16.13,218.41,10.0,52.0,1.0,20.0,1.0,6.0,0.0,0.0,3.0,0.0,0.0,115.0,0.5,1.0,0.0,11.0,2.0,7.0,1.0,,0.0,0.0,0.0,2.0,0.5,85.0,4.0,14.0,0.18,1.0,1.0,0.18,1.86
5203,Sergio Busquets i Burgos,0,266531,217,Barcelona,2014/2015,2025-12-13T18:45:49.897602,47,66.0,326.66,23.69,2.0,73.0,0.93,17.0,9.0,1.0,0.23,2.0,1.0,28.12,1.0,3.0,3.0,0.0,0.0,0.95,16.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.12,57.77,41.27,261.24,45.0,58.0,0.97,4.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,91.0,,0.0,1.0,4.0,11.0,1.0,2.0,,3.0,0.0,0.0,4.0,,61.0,13.0,23.0,0.15,0.97,0.0,0.21,0.74
5216,Andrés Iniesta Luján,1,266531,217,Barcelona,2014/2015,2025-12-13T18:45:50.821126,47,67.0,439.22,25.0,1.0,94.0,0.91,22.0,28.0,0.0,0.17,4.0,2.0,54.61,0.0,1.0,1.0,2.0,0.0,1.0,16.0,4.0,0.0,2.0,0.0,13.0,0.0,1.0,0.0,0.0,0.25,65.58,31.47,379.15,23.0,63.0,1.0,10.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,130.0,,0.0,0.0,3.0,12.0,4.0,4.0,,0.0,0.0,0.0,5.0,0.4,91.0,9.0,28.0,0.1,1.0,0.0,,1.29
